Line;Name;names.bridges;latitude;longitude;bridge_part;material ;condition;year_1;year_2;year_3;year_4;year_5;year_6;year_7;year_8;year_9;year_10;year_11;year_12;year_13;year_14;year_15
260;PU Suberg;PU Suberg;47.05887829;7.339414412;abutment;concrete;0.00;0.02;0.07;0.14;0.22;0.30;0.39;0.47;0.54;0.61;0.00;0.00;0.00;0.00;0.01;
260;PU Suberg;PU Suberg;47.05887829;7.339414412;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.39;0.37;0.35;0.33;0.31;
260;PU Suberg;PU Suberg;47.05887829;7.339414412;bearings;concrete;1.00;0.93;0.86;0.80;0.75;0.70;0.65;0.60;0.56;0.52;0.55;0.53;0.51;0.49;0.48;
260;PU Suberg;PU Suberg;47.05887829;7.339414412;bearings;concrete;0.00;0.07;0.12;0.17;0.20;0.22;0.24;0.25;0.25;0.25;0.06;0.09;0.11;0.13;0.15;
260;PU Suberg;PU Suberg;47.05887829;7.339414412;bearings;concrete;0.00;0.00;0.01;0.02;0.04;0.06;0.08;0.09;0.10;0.11;0.00;0.01;0.02;0.03;0.04;
260;PU Suberg;PU Suberg;47.05887829;7.339414412;bearings;concrete;0.00;0.00;0.00;0.00;0.01;0.02;0.04;0.06;0.09;0.11;0.00;0.00;0.00;0.01;0.02;
260;SU Brueggstrasse Sued;SU Brueggstrasse Sued;47.12978815;7.254029386;abutment;composite;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.84;0.80;0.75;0.71;
260;SU Brueggstrasse Sued;SU Brueggstrasse Sued;47.12978815;7.254029386;abutment;composite;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.20;0.24;0.28;
260;SU Brueggstrasse Sued;SU Brueggstrasse Sued;47.12978815;7.254029386;abutment;composite;1.00;0.89;0.79;0.70;0.62;0.56;0.49;0.44;0.39;0.35;0.31;0.00;0.00;0.01;0.01;
260;SU Brueggstrasse Sued;SU Brueggstrasse Sued;47.12978815;7.254029386;abutment;composite;0.00;0.11;0.19;0.25;0.30;0.32;0.34;0.35;0.35;0.34;0.33;0.00;0.00;0.00;0.00;
260;SU Brueggstrasse Sued;SU Brueggstrasse Sued;47.12978815;7.254029386;abutment;composite;0.00;0.00;0.02;0.04;0.08;0.12;0.17;0.21;0.26;0.31;0.36;0.00;0.00;0.00;0.00;
260;SU Brueggstrasse Sued;SU Brueggstrasse Sued;47.12978815;7.254029386;bearings;composite;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
260;SU Brueggstrasse Sued;SU Brueggstrasse Sued;47.12978815;7.254029386;bearings;composite;1.00;0.98;0.96;0.94;0.92;0.90;0.88;0.87;0.85;0.83;0.81;0.80;0.78;0.76;0.75;
260;SU Brueggstrasse Sued;SU Brueggstrasse Sued;47.12978815;7.254029386;bearings;composite;0.00;0.02;0.04;0.05;0.07;0.08;0.09;0.10;0.10;0.11;0.11;0.12;0.12;0.12;0.13;
260;SU Brueggstrasse Sued;SU Brueggstrasse Sued;47.12978815;7.254029386;bearings;composite;0.00;0.00;0.00;0.01;0.01;0.02;0.02;0.03;0.04;0.04;0.05;0.05;0.06;0.07;0.07;
260;SU Brueggstrasse Sued;SU Brueggstrasse Sued;47.12978815;7.254029386;bearings;composite;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.02;0.02;0.03;0.04;0.05;0.06;
260;SU Leueren Blaumatt;SU Leueren Blaumatt;47.07046788;7.311366951;abutment;composite;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.36;0.28;0.21;0.16;0.13;
260;SU Leueren Blaumatt;SU Leueren Blaumatt;47.07046788;7.311366951;abutment;composite;1.00;0.94;0.88;0.83;0.78;0.73;0.69;0.65;0.61;0.57;0.61;0.63;0.63;0.62;0.59;
260;SU Leueren Blaumatt;SU Leueren Blaumatt;47.07046788;7.311366951;abutment;composite;0.00;0.06;0.11;0.15;0.18;0.21;0.23;0.25;0.26;0.27;0.03;0.09;0.14;0.18;0.22;
260;SU Leueren Blaumatt;SU Leueren Blaumatt;47.07046788;7.311366951;abutment;composite;0.00;0.00;0.01;0.02;0.03;0.04;0.06;0.07;0.08;0.09;0.00;0.01;0.02;0.03;0.05;
260;SU Leueren Blaumatt;SU Leueren Blaumatt;47.07046788;7.311366951;abutment;composite;0.00;0.00;0.00;0.00;0.01;0.01;0.02;0.03;0.05;0.07;0.00;0.00;0.00;0.01;0.01;
260;SU Leueren Blaumatt;SU Leueren Blaumatt;47.07046788;7.311366951;bearings;composite;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.99;0.90;0.82;0.75;0.68;
260;SU Leueren Blaumatt;SU Leueren Blaumatt;47.07046788;7.311366951;bearings;composite;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.10;0.17;0.22;0.27;
260;SU Leueren Blaumatt;SU Leueren Blaumatt;47.07046788;7.311366951;bearings;composite;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.03;0.04;
260;SU Leueren Blaumatt;SU Leueren Blaumatt;47.07046788;7.311366951;bearings;composite;1.00;0.76;0.58;0.44;0.33;0.25;0.18;0.14;0.10;0.07;0.00;0.00;0.00;0.00;0.01;
260;SU Leueren Blaumatt;SU Leueren Blaumatt;47.07046788;7.311366951;bearings;composite;0.00;0.24;0.42;0.56;0.67;0.75;0.82;0.86;0.90;0.93;0.00;0.00;0.00;0.00;0.00;
260;SU Muehleplatz;SU Muehleplatz;47.071921;7.309392306;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.90;0.81;0.73;0.66;0.59;
260;SU Muehleplatz;SU Muehleplatz;47.071921;7.309392306;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.18;0.24;0.28;0.31;
260;SU Muehleplatz;SU Muehleplatz;47.071921;7.309392306;abutment;concrete;1.00;0.83;0.69;0.57;0.47;0.38;0.31;0.25;0.20;0.17;0.00;0.01;0.03;0.05;0.08;
260;SU Muehleplatz;SU Muehleplatz;47.071921;7.309392306;abutment;concrete;0.00;0.15;0.24;0.29;0.31;0.32;0.31;0.29;0.26;0.23;0.00;0.00;0.00;0.01;0.02;
260;SU Muehleplatz;SU Muehleplatz;47.071921;7.309392306;abutment;concrete;0.00;0.02;0.07;0.14;0.21;0.30;0.38;0.46;0.53;0.60;0.00;0.00;0.00;0.00;0.00;
260;SU Muehleplatz;SU Muehleplatz;47.071921;7.309392306;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
260;SU Muehleplatz;SU Muehleplatz;47.071921;7.309392306;bearings;concrete;1.00;0.99;0.97;0.96;0.94;0.93;0.91;0.90;0.89;0.87;0.86;0.85;0.84;0.82;0.81;
260;SU Muehleplatz;SU Muehleplatz;47.071921;7.309392306;bearings;concrete;0.00;0.01;0.03;0.04;0.05;0.05;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.08;0.08;
260;SU Muehleplatz;SU Muehleplatz;47.071921;7.309392306;bearings;concrete;0.00;0.00;0.00;0.01;0.01;0.02;0.02;0.03;0.03;0.04;0.04;0.04;0.05;0.05;0.05;
260;SU Muehleplatz;SU Muehleplatz;47.071921;7.309392306;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.02;0.03;0.03;0.04;0.05;0.06;
260;SU Murgeli;SU Murgeli;47.06988314;7.312569062;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
260;SU Murgeli;SU Murgeli;47.06988314;7.312569062;abutment;concrete;1.00;0.99;0.97;0.96;0.94;0.93;0.91;0.90;0.89;0.87;0.86;0.85;0.84;0.82;0.81;
260;SU Murgeli;SU Murgeli;47.06988314;7.312569062;abutment;concrete;0.00;0.01;0.03;0.04;0.05;0.05;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.08;0.08;
260;SU Murgeli;SU Murgeli;47.06988314;7.312569062;abutment;concrete;0.00;0.00;0.00;0.01;0.01;0.02;0.02;0.03;0.03;0.04;0.04;0.04;0.05;0.05;0.05;
260;SU Murgeli;SU Murgeli;47.06988314;7.312569062;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.02;0.03;0.03;0.04;0.05;0.06;
260;SU Murgeli;SU Murgeli;47.06988314;7.312569062;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
260;SU Murgeli;SU Murgeli;47.06988314;7.312569062;bearings;concrete;1.00;0.99;0.97;0.96;0.94;0.93;0.91;0.90;0.89;0.87;0.86;0.85;0.84;0.82;0.81;
260;SU Murgeli;SU Murgeli;47.06988314;7.312569062;bearings;concrete;0.00;0.01;0.03;0.04;0.05;0.05;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.08;0.08;
260;SU Murgeli;SU Murgeli;47.06988314;7.312569062;bearings;concrete;0.00;0.00;0.00;0.01;0.01;0.02;0.02;0.03;0.03;0.04;0.04;0.04;0.05;0.05;0.05;
260;SU Murgeli;SU Murgeli;47.06988314;7.312569062;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.02;0.03;0.03;0.04;0.05;0.06;
260;SU Rosengasse;SU Rosengasse;47.07448861;7.307801989;abutment;concrete;1.00;0.81;0.66;0.53;0.43;0.35;0.28;0.23;0.19;0.15;0.12;0.10;0.08;0.06;0.05;
260;SU Rosengasse;SU Rosengasse;47.07448861;7.307801989;abutment;concrete;0.00;0.19;0.33;0.44;0.51;0.56;0.59;0.61;0.61;0.61;0.60;0.59;0.57;0.55;0.53;
260;SU Rosengasse;SU Rosengasse;47.07448861;7.307801989;abutment;concrete;0.00;0.00;0.01;0.03;0.06;0.08;0.11;0.13;0.16;0.18;0.20;0.21;0.23;0.24;0.25;
260;SU Rosengasse;SU Rosengasse;47.07448861;7.307801989;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.03;0.04;0.05;0.06;0.07;0.09;0.10;0.11;
260;SU Rosengasse;SU Rosengasse;47.07448861;7.307801989;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.02;0.03;0.04;0.05;0.06;
260;SU Rosengasse;SU Rosengasse;47.07448861;7.307801989;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.89;0.78;0.69;0.61;
260;SU Rosengasse;SU Rosengasse;47.07448861;7.307801989;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.20;0.28;0.35;
260;SU Rosengasse;SU Rosengasse;47.07448861;7.307801989;bearings;concrete;1.00;0.87;0.76;0.66;0.58;0.50;0.44;0.38;0.33;0.29;0.25;0.00;0.01;0.02;0.03;
260;SU Rosengasse;SU Rosengasse;47.07448861;7.307801989;bearings;concrete;0.00;0.13;0.22;0.28;0.32;0.34;0.34;0.34;0.33;0.32;0.30;0.00;0.00;0.00;0.00;
260;SU Rosengasse;SU Rosengasse;47.07448861;7.307801989;bearings;concrete;0.00;0.00;0.02;0.06;0.11;0.16;0.22;0.28;0.33;0.39;0.44;0.00;0.00;0.00;0.00;
260;SU Schwanden;SU Schwanden;47.03891379;7.402443163;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.39;0.37;0.35;0.33;0.31;
260;SU Schwanden;SU Schwanden;47.03891379;7.402443163;abutment;concrete;1.00;0.93;0.86;0.80;0.75;0.70;0.65;0.60;0.56;0.52;0.55;0.53;0.51;0.49;0.48;
260;SU Schwanden;SU Schwanden;47.03891379;7.402443163;abutment;concrete;0.00;0.07;0.12;0.17;0.20;0.22;0.24;0.25;0.25;0.25;0.06;0.09;0.11;0.13;0.15;
260;SU Schwanden;SU Schwanden;47.03891379;7.402443163;abutment;concrete;0.00;0.00;0.01;0.02;0.04;0.06;0.08;0.09;0.10;0.11;0.00;0.01;0.02;0.03;0.04;
260;SU Schwanden;SU Schwanden;47.03891379;7.402443163;abutment;concrete;0.00;0.00;0.00;0.00;0.01;0.02;0.04;0.06;0.09;0.11;0.00;0.00;0.00;0.01;0.02;
260;SU Schwanden;SU Schwanden;47.03891379;7.402443163;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.90;0.81;0.73;0.66;0.59;
260;SU Schwanden;SU Schwanden;47.03891379;7.402443163;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.18;0.24;0.28;0.31;
260;SU Schwanden;SU Schwanden;47.03891379;7.402443163;bearings;concrete;1.00;0.83;0.69;0.57;0.47;0.38;0.31;0.25;0.20;0.17;0.00;0.01;0.03;0.05;0.08;
260;SU Schwanden;SU Schwanden;47.03891379;7.402443163;bearings;concrete;0.00;0.15;0.24;0.29;0.31;0.32;0.31;0.29;0.26;0.23;0.00;0.00;0.00;0.01;0.02;
260;SU Schwanden;SU Schwanden;47.03891379;7.402443163;bearings;concrete;0.00;0.02;0.07;0.14;0.21;0.30;0.38;0.46;0.53;0.60;0.00;0.00;0.00;0.00;0.00;
260;SU Studen;SU Studen;47.11034088;7.301368269;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
260;SU Studen;SU Studen;47.11034088;7.301368269;abutment;concrete;1.00;0.98;0.96;0.94;0.92;0.90;0.88;0.87;0.85;0.83;0.81;0.80;0.78;0.76;0.75;
260;SU Studen;SU Studen;47.11034088;7.301368269;abutment;concrete;0.00;0.02;0.04;0.05;0.07;0.08;0.09;0.10;0.10;0.11;0.11;0.12;0.12;0.12;0.13;
260;SU Studen;SU Studen;47.11034088;7.301368269;abutment;concrete;0.00;0.00;0.00;0.01;0.01;0.02;0.02;0.03;0.04;0.04;0.05;0.05;0.06;0.07;0.07;
260;SU Studen;SU Studen;47.11034088;7.301368269;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.02;0.02;0.03;0.04;0.05;0.06;
260;SU Studen;SU Studen;47.11034088;7.301368269;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
260;SU Studen;SU Studen;47.11034088;7.301368269;bearings;concrete;1.00;0.99;0.97;0.96;0.94;0.93;0.91;0.90;0.89;0.87;0.86;0.85;0.84;0.82;0.81;
260;SU Studen;SU Studen;47.11034088;7.301368269;bearings;concrete;0.00;0.01;0.03;0.04;0.05;0.05;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.08;0.08;
260;SU Studen;SU Studen;47.11034088;7.301368269;bearings;concrete;0.00;0.00;0.00;0.01;0.01;0.02;0.02;0.03;0.03;0.04;0.04;0.04;0.05;0.05;0.05;
260;SU Studen;SU Studen;47.11034088;7.301368269;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.02;0.03;0.03;0.04;0.05;0.06;
260;U Bielstr.;U Bielstr.;47.02425458;7.447154183;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.84;0.80;0.75;0.71;
260;U Bielstr.;U Bielstr.;47.02425458;7.447154183;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.20;0.24;0.28;
260;U Bielstr.;U Bielstr.;47.02425458;7.447154183;abutment;concrete;1.00;0.89;0.79;0.70;0.62;0.56;0.49;0.44;0.39;0.35;0.31;0.00;0.00;0.01;0.01;
260;U Bielstr.;U Bielstr.;47.02425458;7.447154183;abutment;concrete;0.00;0.11;0.19;0.25;0.30;0.32;0.34;0.35;0.35;0.34;0.33;0.00;0.00;0.00;0.00;
260;U Bielstr.;U Bielstr.;47.02425458;7.447154183;abutment;concrete;0.00;0.00;0.02;0.04;0.08;0.12;0.17;0.21;0.26;0.31;0.36;0.00;0.00;0.00;0.00;
260;U Bielstr.;U Bielstr.;47.02425458;7.447154183;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
260;U Bielstr.;U Bielstr.;47.02425458;7.447154183;bearings;concrete;1.00;0.98;0.96;0.94;0.92;0.90;0.88;0.87;0.85;0.83;0.81;0.80;0.78;0.76;0.75;
260;U Bielstr.;U Bielstr.;47.02425458;7.447154183;bearings;concrete;0.00;0.02;0.04;0.05;0.07;0.08;0.09;0.10;0.10;0.11;0.11;0.12;0.12;0.12;0.13;
260;U Bielstr.;U Bielstr.;47.02425458;7.447154183;bearings;concrete;0.00;0.00;0.00;0.01;0.01;0.02;0.02;0.03;0.04;0.04;0.05;0.05;0.06;0.07;0.07;
260;U Bielstr.;U Bielstr.;47.02425458;7.447154183;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.02;0.02;0.03;0.04;0.05;0.06;
260;U Neubrueckstrasse;U Neubrueckstrasse;47.12255625;7.280421978;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.87;0.67;0.52;0.40;0.31;
260;U Neubrueckstrasse;U Neubrueckstrasse;47.12255625;7.280421978;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.29;0.41;0.48;0.52;
260;U Neubrueckstrasse;U Neubrueckstrasse;47.12255625;7.280421978;abutment;concrete;1.00;0.89;0.79;0.70;0.63;0.55;0.47;0.41;0.36;0.31;0.03;0.04;0.06;0.10;0.14;
260;U Neubrueckstrasse;U Neubrueckstrasse;47.12255625;7.280421978;abutment;concrete;0.00;0.11;0.18;0.23;0.26;0.28;0.28;0.28;0.26;0.25;0.00;0.00;0.01;0.02;0.03;
260;U Neubrueckstrasse;U Neubrueckstrasse;47.12255625;7.280421978;abutment;concrete;0.00;0.00;0.02;0.06;0.12;0.18;0.24;0.31;0.38;0.44;0.00;0.00;0.00;0.00;0.01;
260;U Neubrueckstrasse;U Neubrueckstrasse;47.12255625;7.280421978;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.86;0.78;0.70;0.63;0.57;
260;U Neubrueckstrasse;U Neubrueckstrasse;47.12255625;7.280421978;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.20;0.25;0.29;0.32;
260;U Neubrueckstrasse;U Neubrueckstrasse;47.12255625;7.280421978;bearings;concrete;1.00;0.83;0.69;0.57;0.47;0.38;0.31;0.25;0.20;0.17;0.01;0.02;0.04;0.06;0.09;
260;U Neubrueckstrasse;U Neubrueckstrasse;47.12255625;7.280421978;bearings;concrete;0.00;0.15;0.24;0.29;0.31;0.31;0.30;0.28;0.25;0.22;0.00;0.00;0.01;0.01;0.02;
260;U Neubrueckstrasse;U Neubrueckstrasse;47.12255625;7.280421978;bearings;concrete;0.00;0.02;0.07;0.14;0.22;0.30;0.39;0.47;0.54;0.61;0.00;0.00;0.00;0.00;0.01;
260;WU Friedhof;WU Friedhof;47.11886246;7.286363314;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.99;0.90;0.82;0.75;0.68;
260;WU Friedhof;WU Friedhof;47.11886246;7.286363314;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.10;0.17;0.22;0.27;
260;WU Friedhof;WU Friedhof;47.11886246;7.286363314;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.03;0.04;
260;WU Friedhof;WU Friedhof;47.11886246;7.286363314;abutment;concrete;1.00;0.76;0.58;0.44;0.33;0.25;0.18;0.14;0.10;0.07;0.00;0.00;0.00;0.00;0.01;
260;WU Friedhof;WU Friedhof;47.11886246;7.286363314;abutment;concrete;0.00;0.24;0.42;0.56;0.67;0.75;0.82;0.86;0.90;0.93;0.00;0.00;0.00;0.00;0.00;
260;WU Friedhof;WU Friedhof;47.11886246;7.286363314;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.87;0.67;0.52;0.40;0.31;
260;WU Friedhof;WU Friedhof;47.11886246;7.286363314;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.29;0.41;0.48;0.52;
260;WU Friedhof;WU Friedhof;47.11886246;7.286363314;bearings;concrete;1.00;0.89;0.79;0.70;0.63;0.55;0.47;0.41;0.36;0.31;0.03;0.04;0.06;0.10;0.14;
260;WU Friedhof;WU Friedhof;47.11886246;7.286363314;bearings;concrete;0.00;0.11;0.18;0.23;0.26;0.28;0.28;0.28;0.26;0.25;0.00;0.00;0.01;0.02;0.03;
260;WU Friedhof;WU Friedhof;47.11886246;7.286363314;bearings;concrete;0.00;0.00;0.02;0.06;0.12;0.18;0.24;0.31;0.38;0.44;0.00;0.00;0.00;0.00;0.01;
260;WU Holen;WU Holen;47.0269849;7.442171666;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.29;0.21;0.15;0.11;
260;WU Holen;WU Holen;47.0269849;7.442171666;abutment;concrete;1.00;0.96;0.91;0.87;0.83;0.80;0.76;0.73;0.70;0.67;0.64;0.68;0.73;0.76;0.77;
260;WU Holen;WU Holen;47.0269849;7.442171666;abutment;concrete;0.00;0.04;0.08;0.11;0.14;0.16;0.19;0.20;0.22;0.24;0.25;0.03;0.05;0.08;0.10;
260;WU Holen;WU Holen;47.0269849;7.442171666;abutment;concrete;0.00;0.00;0.01;0.02;0.03;0.04;0.05;0.06;0.07;0.08;0.09;0.00;0.01;0.01;0.02;
260;WU Holen;WU Holen;47.0269849;7.442171666;abutment;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.02;0.03;0.00;0.00;0.00;0.00;
260;WU Holen;WU Holen;47.0269849;7.442171666;bearings;concrete;1.00;0.91;0.83;0.75;0.69;0.62;0.57;0.52;0.47;0.43;0.39;0.35;0.32;0.29;0.27;
260;WU Holen;WU Holen;47.0269849;7.442171666;bearings;concrete;0.00;0.09;0.17;0.24;0.29;0.34;0.39;0.42;0.45;0.48;0.50;0.51;0.52;0.53;0.54;
260;WU Holen;WU Holen;47.0269849;7.442171666;bearings;concrete;0.00;0.00;0.00;0.01;0.02;0.03;0.04;0.05;0.06;0.08;0.09;0.10;0.11;0.12;0.13;
260;WU Holen;WU Holen;47.0269849;7.442171666;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.02;0.02;0.03;0.03;0.04;0.04;
260;WU Holen;WU Holen;47.0269849;7.442171666;bearings;concrete;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.01;0.02;